3.2188 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
3.2193 	INFO 	Loaded monitor calibration from ['2025_06_17 20:17']
3.3246 	INFO 	Using renderer 'Intel(R) Iris(R) Xe Graphics' for graphics
3.3246 	INFO 	OpenGL version supported by driver is 4..
3.3345 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000229CC880F40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000229CC880EE0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000229CC93A7D0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(1520.0), np.float64(780.0)], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.3345 	EXP 	window1: backgroundImage = ''
3.3345 	EXP 	window1: backgroundFit = 'none'
3.3479 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3564 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3650 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3739 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3828 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3911 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3998 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4088 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4168 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4253 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4344 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4436 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4525 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4615 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4703 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4793 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4875 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.4954 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.5040 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.5125 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.5205 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.5208 	DEBUG 	Uploading Texture Font fontname to graphics card
3.5248 	DEBUG 	Upload of Texture Font fontname complete
3.5374 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.5472 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.5568 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.5574 	DEBUG 	Uploading Texture Font fontname to graphics card
3.5606 	DEBUG 	Upload of Texture Font fontname complete
3.5624 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
3.5624 	EXP 	window1: recordFrameIntervals = False
3.7259 	EXP 	window1: recordFrameIntervals = True
3.9592 	EXP 	Screen (0) actual frame rate measured at 60.88Hz
3.9593 	EXP 	window1: recordFrameIntervals = False
3.9730 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9812 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9910 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9998 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0080 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0162 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0241 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0325 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0411 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0498 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.0501 	DEBUG 	Uploading Texture Font fontname to graphics card
4.0505 	DEBUG 	Upload of Texture Font fontname complete
4.2752 	INFO 	keyboard.Keyboard is using ptb backend.
4.2752 	EXP 	mouse: status = STARTED
4.3107 	EXP 	Created instrutions_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='instrutions_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
4.3241 	EXP 	Created mouse_none = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='stimuli/mouse_none.jpg', interpolate=True, mask='stimuli/mouse_mask.jpg', maskParams=None, name='mouse_none', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
4.3276 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask='stimuli/mouse_mask.jpg', maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
4.3313 	EXP 	Created mouse_none_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='stimuli/mouse_none.jpg', interpolate=True, mask='stimuli/mouse_mask.jpg', maskParams=None, name='mouse_none_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
4.3347 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask='stimuli/mouse_mask.jpg', maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
4.3388 	EXP 	Created thankyou_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='thankyou_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Done, Thank You!\n\n(Click mouse to end).', units='height', win=Window(...), wrapWidth=1)
0.0200 	EXP 	instrutions_text: autoDraw = True
0.7402 	DATA 	Mouse: Left button down, pos=(384,264)
0.8412 	DATA 	Mouse:  Left button up, pos=(384,264)
3.0898 	DATA 	Mouse: Left button down, pos=(415,274)
3.0902 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
3.0923 	DEBUG 	Read csv file with pandas: conditions.csv
3.0931 	DEBUG 	Clearing unnamed columns from conditions.csv
3.0933 	EXP 	Imported conditions.csv as conditions, 2 conditions, 1 params
3.0935 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'mouse_stim_side': 'stimuli/mouse_left.jpg', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
3.1029 	EXP 	instrutions_text: autoDraw = False
3.1029 	EXP 	image: image = 'stimuli/mouse_left.jpg'
3.1029 	EXP 	mouse_none: autoDraw = True
3.1921 	DATA 	Mouse:  Left button up, pos=(415,274)
3.3044 	EXP 	mouse_none: autoDraw = False
3.3044 	EXP 	image: autoDraw = True
3.7419 	DATA 	Mouse: Left button down, pos=(415,274)
3.7424 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'mouse_stim_side': 'stimuli/mouse_right.jpg', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
3.7532 	EXP 	mouse_none: autoDraw = False
3.7532 	EXP 	image: autoDraw = False
3.7532 	EXP 	image: image = 'stimuli/mouse_right.jpg'
3.7532 	EXP 	mouse_none: autoDraw = True
3.8580 	DATA 	Mouse:  Left button up, pos=(415,274)
3.9539 	EXP 	mouse_none: autoDraw = False
3.9539 	EXP 	image: autoDraw = True
4.2410 	DATA 	Mouse: Right button down, pos=(415,274)
4.2563 	EXP 	New trial (rep=1, index=0): <Trial 2 (0 in rep 1) data={'mouse_stim_side': 'stimuli/mouse_left.jpg', 'thisN': 2, 'thisTrialN': 0, 'thisRepN': 1}>
4.2698 	EXP 	mouse_none: autoDraw = False
4.2698 	EXP 	image: autoDraw = False
4.2698 	EXP 	image: image = 'stimuli/mouse_left.jpg'
4.2698 	EXP 	mouse_none: autoDraw = True
4.3921 	DATA 	Mouse:  Right button up, pos=(415,274)
4.4709 	EXP 	mouse_none: autoDraw = False
4.4709 	EXP 	image: autoDraw = True
4.7221 	DATA 	Mouse: Left button down, pos=(415,274)
4.7224 	EXP 	New trial (rep=1, index=1): <Trial 3 (1 in rep 1) data={'mouse_stim_side': 'stimuli/mouse_right.jpg', 'thisN': 3, 'thisTrialN': 1, 'thisRepN': 1}>
4.7369 	EXP 	mouse_none: autoDraw = False
4.7369 	EXP 	image: autoDraw = False
4.7369 	EXP 	image: image = 'stimuli/mouse_right.jpg'
4.7369 	EXP 	mouse_none: autoDraw = True
